title,director,cast,country,date_added,release_year,rating,listed_in,description,num_of_seasons
"Dinosaur King",NULL,"Megumi Matsumoto, Matsuri Mizuguchi, Tomoko Kobashi, Asuka Tanii, Seiko Tamura, Veronica Taylor, Sebastian Arcelus, Kether Donohue, Rachael Lillis, Madeleine Blaustein",Japan,"2018-06-02 00:00:00",2008,TV-Y7,"Anime Series, Kids' TV","Aided by tablets found near a downed meteorite, Max, Rex and Zoe race the evil Alpha Gang as they travel the globe in search of living dinosaurs.",2
Dinotrux,NULL,"Andrew Francis, Richard Ian Cox, Ashleigh Ball, Matt Hill, Brian Drummond, Paul Dobson","United States","2017-08-18 00:00:00",2017,TV-Y7,"Kids' TV","Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",5
"Dinotrux Supercharged",NULL,"Andrew Francis, Richard Ian Cox, Brian Drummond, Matt Hill, Ashleigh Ball, Paul Dobson",NULL,"2018-08-03 00:00:00",2018,TV-Y7,"Kids' TV","Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",3
"Dirty John",NULL,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel","United States","2019-11-25 00:00:00",2018,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries","Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.",1
"Dirty Money",NULL,NULL,"United States","2020-03-11 00:00:00",2020,TV-MA,"Crime TV Shows, Docuseries","From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption.",2
Disappearance,NULL,"Nelly Karim, Mohamed Mamdouh, Hesham Selim",Egypt,"2019-03-08 00:00:00",2018,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates.",1
Disenchantment,NULL,"Abbi Jacobson, Eric André, Nat Faxon, John DiMaggio, Tress MacNeille, Matt Berry, David Herman, Maurice LaMarche, Lucy Montgomery, Billy West","United States","2021-01-15 00:00:00",2021,TV-14,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy","Princess duties call, but she'd rather be drinking. Free-spirited Bean exasperates the king as she wreaks havoc with her demon and elf pals.",3
Disjointed,NULL,"Kathy Bates, Aaron Moten, Tone Bell, Dougie Baldwin, Elizabeth Ho, Elizabeth Alderfer, Chris Redd, Betsy Sodaro, Nicole Sullivan, Michael Trucco","United States","2018-01-12 00:00:00",2018,TV-MA,"TV Comedies","Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.",2
"Diva Brides",NULL,NULL,NULL,"2019-10-02 00:00:00",2017,TV-MA,"British TV Shows, Reality TV","In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms.",1
"Do Do Sol Sol La La Sol",NULL,"Go A-ra, Lee Jae-wook, Kim Ju-hun, Ye Ji-won, Lee Soon-jae, Shin Eun-soo, Seo Yi-sook","South Korea","2020-10-08 00:00:00",2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.",1
"Doctor Foster",NULL,"Suranne Jones, Bertie Carvel, Clare-Hope Ashitey, Cheryl Campbell, Jodie Comer, Victoria Hamilton, Martha Howe-Douglas, Adam James, Thusitha Jayasundera, Sara Stewart, Neil Stuke, Tom Taylor, Robert Pugh, Shazia Nicholls, Cian Barry, Megan Roberts, Charlie Cunniffe, Navin Chowdhry","United Kingdom","2018-03-31 00:00:00",2017,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows","When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession.",2
"Documentary Now!",NULL,"Fred Armisen, Bill Hader, Helen Mirren","United States","2019-06-03 00:00:00",2019,TV-14,"TV Comedies","Elevating the art of parody, this sharply comic series spoofs high-profile documentaries such as "Grey Gardens" and "The Thin Blue Line."",3
Dogs,NULL,NULL,"United States","2018-11-16 00:00:00",2018,TV-PG,Docuseries,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.",1
"Dogs of Berlin",NULL,"Felix Kramer, Fahri Yardim, Anna Maria Mühe, Katharina Schüttler, Alina Stiegler, Urs Rechn, Sinan Farhangmehr, Kais Setti, Mohamed Issa, Hauke Diekamp, David Bennent, Deniz Orta, Katrin Saß, Sebastian Zimmler",Germany,"2018-12-07 00:00:00",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy.",1
Dollar,NULL,"Adel Karam, Amel Bouchoucha",Lebanon,"2019-08-08 00:00:00",2019,TV-MA,"International TV Shows, TV Dramas","Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.",1
"Dolly Parton's Heartstrings",NULL,"Dolly Parton, Julianne Hough, Kimberly Williams-Paisley, Dallas Roberts, Melissa Leo, Andy Mientus, Katie Stevens, Michael J. Willett, Aidan Langford, Ray McKinnon, Delta Burke, Gerald McRaney, Ben Lawson, Brooke Elliott, Michele Weaver, Tim Reid, Sarah Shahi, Rochelle Aytes, Jessica Collins, Tammy Lynn Michaels, Robert Taylor, Holly Taylor, Shane Paul McGhie, Mary Lane Haskell, Camryn Manheim, Bellamy Young, Patricia Wettig, Timothy Busfield, Tom Brittney, Virginia Gardner, Colin O'Donoghue, Willa Fitzgerald, David Denman, Vanessa Rubio, Mac Davis, Kathleen Turner, Ginnifer Goodwin, Kyle Bornheimer, Tyler Crumley, Mary Donnelly Haskell, Ed Amatrudo","United States","2019-11-22 00:00:00",2019,TV-14,"TV Dramas","Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",1
"Don't F**k with Cats: Hunting an Internet Killer","Mark Lewis",NULL,"United Kingdom, United States","2019-12-18 00:00:00",2019,TV-MA,"Crime TV Shows, Docuseries","A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.",1
"Doomsday Preppers",NULL,"Michael Izquierdo","United States","2019-03-01 00:00:00",2013,TV-14,"Reality TV, Science & Nature TV","This series highlights a diverse group of survivalists as they prepare for various catastrophic scenarios that could cause civilization to collapse.",1
Dope,NULL,NULL,"United States","2019-06-28 00:00:00",2019,TV-MA,"Crime TV Shows, Docuseries","Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",3
Dorohedoro,NULL,"Wataru Takagi, Reina Kondo, Kenyu Horiuchi, Yoshimasa Hosoya, Yu Kobayashi, Kengo Takanashi, Miyu Tomita, Toru Nara, Mitsuhiro Ichiki, Hisao Egawa, Soungdok, Mayu Udono, Anri Katsu, Shinichiro Miki, Hozumi Goda, Tetsu Inada, Takuma Terashima, Ryohei Kimura, Yuki Kaji",Japan,"2020-05-28 00:00:00",2020,TV-MA,"Anime Series, International TV Shows","Amnesiac Caiman seeks to undo his lizard head curse by killing the sorcerer responsible, with his friend Nikaido's help. In the Hole, that's a threat.",1
"Down to Earth with Zac Efron",NULL,"Zac Efron, Darin Olien","United States","2020-07-10 00:00:00",2020,TV-PG,"Docuseries, Reality TV, Science & Nature TV","Actor Zac Efron journeys around the world with wellness expert Darin Olien in a travel show that explores healthy, sustainable ways to live.",1
Dracula,NULL,"Claes Bang, Dolly Wells, John Heffernan","United Kingdom","2020-01-04 00:00:00",2020,TV-14,"British TV Shows, International TV Shows, TV Dramas","The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes – and bring his vulnerability into the light.",1
"DRAGON PILOT: Hisone & Masotan",NULL,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata",Japan,"2018-09-21 00:00:00",2018,TV-14,"Anime Series, International TV Shows","Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot.",1
"Dragon's Dogma",NULL,"Greg Chun, Erica Mendez, Cristina Vee, David Lodge, Yuichi Nakamura, Nana Mizuki, Miyuki Sawashiro, Yuko Sanpei, Suzuko Mimori, Takayuki Sugo",NULL,"2020-09-17 00:00:00",2020,TV-MA,"Anime Series, International TV Shows","Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away.",1
"Dragons: Race to the Edge",NULL,"Jay Baruchel, America Ferrera, T.J. Miller, Christopher Mintz-Plasse, Andree Vermeulen, Zack Pearlman","United States","2018-02-16 00:00:00",2018,TV-Y7,"Kids' TV, TV Action & Adventure","From the creators of "How to Train Your Dragon" comes an all-new Netflix original series that takes Hiccup and Toothless to the edge of adventure!",6
"Dragons: Rescue Riders",NULL,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin","United States","2020-02-07 00:00:00",2020,TV-Y,"Kids' TV, TV Comedies","Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way.",2
Dramaworld,NULL,"Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","United States, South Korea, China","2016-05-23 00:00:00",2016,TV-14,"Romantic TV Shows, TV Comedies, TV Dramas","A huge fan of a Korean TV drama is transported to a magical realm where she has the power to alter her favorite show's story line as a "Facilitator."",1
"Dream Home Makeover",NULL,NULL,"United States","2021-01-01 00:00:00",2021,TV-G,"Reality TV","Dreams come true for real families looking for the perfect home tailored to their own unique style, thanks to Shea and Syd McGee of Studio McGee.",2
"DreamWorks Happy Holidays from Madagascar",NULL,"Tom McGrath, Chris Miller, Christopher Knights, John DiMaggio, Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Cedric the Entertainer, Andy Richter, Carl Reiner","United States","2020-10-02 00:00:00",2005,TV-PG,"Kids' TV, TV Comedies","Madagascar goes wild with holiday spirit in this set of Valentine's Day and Christmas-themed tales featuring everyone's favorite animal characters.",1
"DreamWorks Holiday Classics",NULL,"Ben Stiller, David Schwimmer, Chris Rock, Jada Pinkett Smith, Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Eddie Murphy, Mike Myers, Antonio Banderas, Cameron Diaz","United States","2018-12-16 00:00:00",2011,TV-PG,"Kids' TV, TV Comedies","Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar.",1
"DreamWorks How to Train Your Dragon Legends",NULL,"Jay Baruchel, Craig Ferguson, America Ferrera, Gerard Butler","United States","2020-01-20 00:00:00",2011,TV-PG,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon.",1
"DreamWorks Kung Fu Panda Awesome Secrets",NULL,"Jack Black, Dustin Hoffman, Dennis Haysbert, Paul Scheer, Randall Duk Kim, David Cross, Jessica DiCicco, Jaycee Chan, Angelina Jolie, Seth Rogen, Tony Leondis","United States","2019-07-01 00:00:00",2008,TV-PG,"Kids' TV, TV Action & Adventure, TV Comedies","In this pair of adventures, Po tells the story of how masters Thundering Rhino, Storming Ox and Croc met and takes on Shifu's biggest challenge yet.",1
"DreamWorks Shrek's Swamp Stories",NULL,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Kristen Schaal, Simon Cowell, Gilles Marini, Charlotte Newhouse, Dean Edwards, Cody Cameron, Christopher Knights, Conrad Vernon","United States","2020-02-17 00:00:00",2008,TV-PG,"Kids' TV, TV Action & Adventure, TV Comedies","Shrek celebrates Halloween, Puss in Boots is captured by soldiers, and the gang participates in a kingdom-wide singing competition.",1
"DreamWorks Spooky Stories",NULL,"Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards","United States","2018-10-25 00:00:00",2009,TV-PG,"Kids' TV, TV Comedies","Shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. Later, Ginormica and the Monsters face alien pumpkins.",1
"DreamWorks Spooky Stories: Volume 2",NULL,"Seth Rogen, Will Arnett, Hugh Laurie, Will Ferrell, David Cross, Sean Bishop, Kiefer Sutherland, Cody Cameron, Aron Warner",NULL,"2020-04-24 00:00:00",2011,TV-PG,"Kids' TV, TV Comedies","The Shrek characters parody the music video "Thriller"; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom.",1
"DRIFTING DRAGONS",NULL,"Tomoaki Maeno, Sora Amamiya, Soma Saito, Kana Hanazawa, Junichi Suwabe, Tomokazu Seki, Takahiro Sakurai, Kohsuke Toriumi, Rie Kugimiya, Kentaro Kumagai, Makoto Furukawa, Takashi Matsuyama, Shunsuke Takeuchi, Yuto Uemura, Chinatsu Akasaki, Junya Enoki, Kazuhiko Inoue, Hiroo Sasaki",Japan,"2020-04-30 00:00:00",2020,TV-14,"Anime Series, International TV Shows","Dragons are on the menu as the crew of the airship Quin Zaza sets out on a hunt. If they fail, empty stomachs will be the least of their worries.",1
"Droppin' Cash: Los Angeles",NULL,NULL,"United States","2019-08-28 00:00:00",2019,TV-MA,"Reality TV","This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.",2
"Drug Lords",NULL,NULL,"United States","2018-07-10 00:00:00",2018,TV-MA,"Crime TV Shows, Docuseries","Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",2
"Drug Squad: Costa del Sol",NULL,"Hugo Silva, Álvaro Cervantes, Miki Esparbé, Jesús Castro, Sara Sálamo, Jorge Usón, Cayetana Cabezas, Pablo Béjar, Marco Cáceres, Olivia Delcán, Jorge Suquet, Daniel Holguín, Joaquín Galletero, Carolina Yuste, Ana Fernández",Spain,"2019-10-25 00:00:00",2019,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.",1
"Drugs, Inc.",NULL,"Mike Secher","United States","2019-03-23 00:00:00",2015,TV-MA,"Crime TV Shows, Docuseries","This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption.",1
"Dueños del paraíso",NULL,"Kate del Castillo, Jorge Zabaleta, José María Torre, Tony Dalton, Géraldine Bazán, Ximena Duque, Adriana Barraza, Juan Pablo Llano, Daniela Wong, Tiago Correa, Margarita Muñoz, Miguel Varoni, Ariel Texido, María Luisa Flores, Alberto Jiménez, Andrea López, Maxi Iglesias, Jorge Hernández, Alberto Mateo, Sofía Lama","United States, Chile","2017-02-25 00:00:00",2015,TV-14,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal.",1
Durarara!!,NULL,"Toshiyuki Toyonaga, Miyuki Sawashiro, Mamoru Miyano, Kana Hanazawa, Hiroshi Kamiya, Daisuke Ono, Jun Fukuyama, Yuichi Nakamura, Yuki Kaji, Ayahi Takagaki, Kazuma Horie, Sanae Kobayashi, Takaya Kuroda, Kari Wahlgren, Darrel Guilbeau, Bryce Papenbrook, Michelle Ruff, Johnny Yong Bosch, Crispin Freeman, Yuri Lowenthal, Steve Blum",Japan,"2018-12-20 00:00:00",2016,TV-MA,"Anime Series, Crime TV Shows, International TV Shows","A young man looking for excitement moves to Ikebukuro, a district in Tokyo, where he finds a world of mystery in which the past and present mesh.",1
Dynasty,NULL,"Elizabeth Gillies, Nathalie Kelley, Grant Show, James Mackay, Rafael De La Fuente, Alan Dale, Sam Adegoke, Robert Christopher Riley","United States","2020-05-23 00:00:00",2019,TV-14,"TV Dramas","The Carringtons and the Colbys feud for control over their fortune – and their children – in this updated reboot of the classic prime-time soap.",3
"Earth to Luna!",NULL,"Angelina Carballo, Raul-Gomez Pina, Eric Anderson",Brazil,"2020-04-10 00:00:00",2014,TV-Y,"Kids' TV","Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world.",1
